[64, 55, 55, 40]Major Sixth with octave doublings above E
[62, 57, 53, 41]D-minor triad
[62, 57, 53, 38]D-minor triad
[62, 57, 52, 38]D-quartal trichord
[62, 55, 50, 43]Perfect Fifth with octave doublings above G
[60, 55, 52, 36]C-major triad
[63, 60, 55, 48]C-minor triad
[63, 60, 56, 48]Ab-major triad
[63, 58, 58, 55]Eb-major triad
[63, 60, 58, 55]C-minor seventh chord
[70, 62, 56, 53]Bb-dominant seventh chord
[70, 63, 55, 51]Eb-major triad
[70, 65, 53, 50]Bb-major triad
[68, 58, 51, 51]G#-quartal trichord
[67, 58, 51, 51]Eb-major triad
[65, 57, 53, 51]F-incomplete dominant-seventh chord
[65, 57, 53, 49]Db-augmented triad
[67, 58, 51, 48]C-minor seventh chord
[67, 58, 49, 46]G-diminished triad
[68, 56, 51, 48]G#-major triad
[67, 63, 51, 44]Ab-incomplete major-seventh chord
[65, 62, 58, 46]Bb-major triad
[65, 62, 56, 46]Bb-dominant seventh chord
[63, 58, 55, 39]Eb-major triad
[63, 60, 51, 44]Ab-major triad
[65, 60, 51, 45]F-dominant seventh chord
[65, 60, 51, 46]C-quartal tetramirror
[67, 58, 50, 46]G-minor triad
[68, 62, 53, 47]G#-diminished seventh chord
[68, 60, 51, 48]G#-major triad
[65, 58, 53, 50]Bb-major triad
[70, 58, 53, 50]Bb-major triad
[70, 60, 53, 50]Bb-major-second major tetrachord
[70, 62, 58, 46]Minor Sixth with octave doublings above Bb
[72, 63, 58, 53]C-quartal tetramirror
[72, 60, 57, 53]F-major triad
[67, 63, 58, 51]Eb-major triad
[67, 63, 58, 50]Eb-major seventh chord
[67, 63, 60, 48]C-minor triad
[68, 63, 60, 46]G#-major-second major tetrachord
[70, 64, 60, 44]Ab-augmented seventh chord
[70, 64, 60, 43]C-dominant seventh chord
[68, 65, 60, 41]E#-minor triad
[68, 63, 60, 41]E#-minor seventh chord
[67, 62, 58, 46]G-minor triad
[65, 60, 58, 44]F-perfect-fourth minor tetrachord
[63, 58, 58, 43]Eb-major triad
[65, 60, 56, 41]F-minor triad
[65, 62, 56, 41]D-diminished triad
[67, 63, 55, 39]Major Third with octave doublings above Eb
[67, 60, 57, 39]A-half-diminished seventh chord
[67, 63, 58, 39]Eb-major triad
[67, 62, 58, 39]Eb-major seventh chord
[63, 60, 56, 44]Ab-major triad
[63, 60, 55, 46]C-minor seventh chord
[65, 60, 56, 44]F-minor triad
[67, 62, 58, 43]G-minor triad
[67, 64, 58, 43]E-diminished triad
[67, 64, 60, 48]C-major triad
[67, 64, 58, 48]C-dominant seventh chord
[65, 65, 56, 49]Db-major triad
[65, 63, 56, 48]F-minor seventh chord
[67, 61, 58, 46]G-diminished triad
[68, 60, 51, 44]G#-major triad
[67, 58, 51, 39]Eb-major triad
[67, 63, 51, 39]Major Third with octave doublings above Eb
[65, 63, 53, 46]Eb-quartal trichord
[65, 62, 53, 46]Bb-major triad
[63, 62, 55, 46]Eb-major seventh chord
[63, 60, 57, 46]A-minor-second diminished tetrachord
[70, 63, 58, 48]C-incomplete minor-seventh chord
[70, 65, 58, 50]Bb-major triad
[68, 65, 58, 46]A#-incomplete dominant-seventh chord
[67, 65, 58, 51]Eb-major-second major tetrachord
[67, 58, 55, 50]G-minor triad
[68, 63, 51, 48]G#-major triad
[67, 63, 55, 46]Eb-major triad
[65, 63, 60, 44]F-minor seventh chord
[65, 63, 56, 41]F-incomplete minor-seventh chord
[60, 55, 48, 40]C-major triad
[56, 53, 48, 41]E#-minor triad
[58, 51, 46, 43]Eb-major triad
[60, 51, 44, 44]Ab-major triad
[61, 51, 44, 44]C#-quartal trichord
[63, 51, 44, 36]Ab-major triad
[61, 53, 44, 34]A#-minor seventh chord
[61, 51, 43, 39]C#-incomplete dominant-seventh chord
[60, 51, 44, 32]Ab-major triad
[60, 56, 51, 44]Ab-major triad
[61, 56, 51, 44]C#-quartal trichord
[63, 56, 51, 36]Ab-major triad
[63, 55, 51, 36]C-minor triad
[63, 56, 51, 37]Db-quartal trichord
[58, 55, 51, 39]Eb-major triad
[58, 53, 51, 39]Eb-quartal trichord
[60, 53, 43, 36]F-quartal trichord
[60, 51, 43, 36]C-minor triad
[56, 51, 41, 41]E#-incomplete minor-seventh chord
[56, 51, 43, 41]E#-lydian tetrachord
[56, 50, 44, 41]enharmonic equivalent to diminished triad above E#
[55, 51, 46, 39]Eb-major triad
[51, 51, 43, 39]Minor Sixth with octave doublings above Eb
[51, 49, 43, 39]Eb-incomplete dominant-seventh chord
[56, 48, 48, 41]E#-minor triad
[63, 51, 44, 44]Perfect Fifth with octave doublings above Ab
[61, 56, 53, 37]C#-major triad
[60, 56, 53, 37]Db-major seventh chord
[58, 55, 46, 39]Eb-major triad
[60, 55, 43, 40]C-major triad
[56, 55, 48, 41]F-major-second minor tetrachord
[58, 53, 46, 43]G-incomplete minor-seventh chord
[61, 51, 46, 44]A#-quartal tetramirror
[63, 53, 48, 45]F-dominant seventh chord
[61, 53, 48, 46]A#-major-second minor tetrachord
[61, 53, 46, 46]A#-minor triad
[60, 53, 45, 41]F-major triad
[63, 51, 46, 43]Eb-major triad
[63, 53, 46, 43]Eb-major-second major tetrachord
[63, 55, 46, 41]Eb-major-second major tetrachord
[63, 55, 46, 39]Eb-major triad
[58, 53, 46, 38]Bb-major triad
[58, 53, 44, 38]Bb-dominant seventh chord
[60, 51, 43, 39]C-minor triad
[56, 53, 48, 39]E#-minor seventh chord
[56, 53, 46, 38]enharmonic to dominant seventh chord above D
[51, 55, 46, 39]Eb-major triad
[51, 55, 46, 37]Eb-dominant seventh chord
[56, 56, 51, 36]G#-major triad
[58, 56, 49, 34]Bb-incomplete minor-seventh chord
[58, 55, 49, 34]G-diminished triad
[60, 56, 51, 32]Ab-major triad
[60, 56, 51, 42]Ab-dominant seventh chord
[61, 56, 49, 42]F#-quartal trichord
[61, 56, 49, 41]C#-major triad
[60, 56, 51, 39]Ab-major triad
[60, 56, 53, 38]D-half-diminished seventh chord
[58, 56, 46, 39]Ab-quartal trichord
[58, 56, 48, 39]Ab-major-second major tetrachord
[58, 55, 49, 39]Eb-dominant seventh chord
[56, 51, 48, 32]G#-major triad
[60, 57, 53, 53]F-major triad
[60, 57, 53, 52]F-major seventh chord
[62, 59, 53, 50]B-diminished triad
[65, 60, 55, 48]F-quartal trichord
[64, 55, 48, 36]C-major triad
[65, 53, 48, 38]D-incomplete minor-seventh chord
[67, 52, 48, 40]C-major triad
[67, 53, 48, 38]D-quartal tetramirror
[67, 55, 48, 40]C-major triad
[67, 57, 48, 41]F-major-second major tetrachord
[64, 59, 55, 40]E-minor triad
[60, 57, 55, 45]A-incomplete minor-seventh chord
[60, 57, 54, 45]F#-diminished triad
[62, 50, 47, 43]G-major triad
[55, 52, 47, 40]E-minor triad
[60, 52, 48, 45]A-minor triad
[62, 55, 47, 43]G-major triad
[62, 55, 47, 41]G-dominant seventh chord
[64, 55, 48, 40]C-major triad
[64, 55, 48, 38]C-major-second major tetrachord
[65, 55, 48, 36]F-quartal trichord
[64, 59, 52, 44]E-major triad
[65, 55, 50, 48]D-quartal tetramirror
[67, 57, 52, 49]A-dominant seventh chord
[65, 57, 52, 50]D-major-second minor tetrachord
[65, 57, 50, 38]D-minor triad
[64, 57, 49, 45]A-major triad
[65, 55, 48, 48]F-quartal trichord
[67, 57, 48, 45]A-incomplete minor-seventh chord
[67, 59, 47, 43]Minor Sixth with octave doublings above G
[67, 60, 45, 45]A-incomplete minor-seventh chord
[62, 62, 43, 47]G-major triad
[62, 60, 45, 47]B-minor tetramirror
[64, 59, 47, 43]E-minor triad
[64, 57, 47, 43]E-perfect-fourth minor tetrachord
[60, 55, 52, 40]C-major triad
[60, 57, 50, 42]D-dominant seventh chord
[59, 55, 52, 43]E-minor triad
[55, 50, 47, 41]G-dominant seventh chord
[62, 57, 41, 38]D-minor triad
[62, 59, 41, 38]B-diminished triad
[64, 60, 43, 36]C-major triad
[64, 60, 45, 36]A-minor triad
[65, 59, 47, 38]B-diminished triad
[65, 57, 47, 38]B-half-diminished seventh chord
[64, 55, 48, 41]C-perfect-fourth major tetrachord
[62, 53, 47, 43]G-dominant seventh chord
[60, 52, 43, 36]C-major triad
[67, 65, 60, 48]F-quartal trichord
[72, 67, 60, 51]C-minor triad
[71, 67, 62, 55]G-major triad
[72, 67, 63, 60]C-minor triad
[74, 65, 55, 48]D-quartal tetramirror
[75, 63, 55, 48]C-minor triad
[68, 62, 58, 46]G#-incomplete dominant-seventh chord
[65, 60, 56, 51]F-minor seventh chord
[65, 60, 55, 51]C-perfect-fourth minor tetrachord
[67, 62, 67, 51]Eb-incomplete major-seventh chord
[72, 60, 65, 56]F-minor triad
[72, 67, 63, 56]Ab-major seventh chord
[71, 65, 62, 50]B-diminished triad
[71, 62, 62, 50]Major Sixth with octave doublings above D
[71, 63, 55, 48]C-minor-augmented tetrachord
[72, 67, 57, 48]A-incomplete minor-seventh chord
[72, 66, 57, 48]F#-diminished triad
[74, 67, 59, 55]G-major triad
[75, 67, 60, 60]C-minor triad
[75, 67, 58, 60]C-minor seventh chord
[74, 65, 56, 53]D-diminished triad
[72, 65, 53, 51]F-incomplete dominant-seventh chord
[68, 63, 56, 48]G#-major triad
[70, 63, 55, 46]Eb-major triad
[63, 58, 55, 51]Eb-major triad
[75, 67, 58, 51]Eb-major triad
[74, 65, 58, 55]G-minor seventh chord
[72, 63, 60, 56]Ab-major triad
[70, 65, 62, 56]Bb-dominant seventh chord
[70, 67, 63, 55]Eb-major triad
[72, 68, 56, 53]F-minor triad
[72, 67, 56, 51]Ab-major seventh chord
[70, 63, 60, 48]C-incomplete minor-seventh chord
[68, 65, 62, 46]enharmonic to dominant seventh chord above A#
[67, 62, 62, 46]G-minor triad
[65, 62, 58, 58]Bb-major triad
[65, 62, 58, 56]Bb-dominant seventh chord
[70, 64, 58, 55]E-diminished triad
[70, 65, 60, 53]Bb-quartal trichord
[68, 65, 60, 53]E#-minor triad
[67, 62, 59, 53]G-dominant seventh chord
[75, 67, 60, 51]C-minor triad
[74, 67, 60, 51]C-major-second minor tetrachord
[70, 65, 62, 50]Bb-major triad
[70, 62, 62, 50]Minor Sixth with octave doublings above D
[70, 63, 55, 48]C-minor seventh chord
[75, 67, 60, 58]C-minor seventh chord
[77, 65, 60, 56]F-minor triad
[75, 67, 60, 55]C-minor triad
[74, 68, 65, 53]D-diminished triad
[72, 68, 65, 51]F-minor seventh chord
[70, 68, 65, 50]Bb-dominant seventh chord
[72, 67, 63, 51]C-minor triad
[74, 68, 60, 53]D-half-diminished seventh chord
[74, 67, 60, 55]C-quartal trichord
[74, 67, 57, 55]G-quartal trichord
[74, 65, 59, 43]G-dominant seventh chord
[72, 63, 59, 43]C-minor-augmented tetrachord
[72, 63, 60, 44]Ab-major triad
[75, 68, 60, 56]Ab-major triad
[75, 68, 60, 55]Ab-major seventh chord
[75, 68, 60, 53]F-minor seventh chord
[72, 68, 63, 53]F-minor seventh chord
[71, 67, 62, 53]G-dominant seventh chord
[79, 67, 60, 51]C-minor triad
[79, 67, 59, 50]G-major triad
[71, 65, 62, 53]B-diminished triad
[71, 62, 55, 55]G-major triad
[71, 63, 55, 55]Eb-augmented triad
[71, 65, 55, 55]G-incomplete dominant-seventh chord
[71, 67, 62, 43]G-major triad
[72, 67, 62, 43]C-quartal trichord
[72, 67, 64, 48]C-major triad
[67, 60, 51, 36]C-minor triad
[67, 60, 53, 38]D-quartal tetramirror
[60, 60, 55, 39]C-minor triad
[62, 59, 53, 38]B-diminished triad
[63, 60, 55, 36]C-minor triad
[65, 62, 56, 35]D-diminished seventh chord
[65, 62, 55, 35]G-dominant seventh chord
[63, 62, 55, 36]C-major-second minor tetrachord
[62, 60, 56, 41]D-half-diminished seventh chord
[62, 59, 50, 43]G-major triad
[60, 55, 51, 36]C-minor triad
[65, 60, 53, 33]F-major triad
[65, 60, 51, 33]F-dominant seventh chord
[65, 58, 50, 34]Bb-major triad
[65, 57, 51, 36]F-dominant seventh chord
[65, 58, 53, 38]Bb-major triad
[65, 58, 53, 51]Eb-quartal trichord
[67, 63, 51, 48]C-minor triad
[67, 67, 50, 47]G-major triad
[69, 67, 48, 45]A-incomplete minor-seventh chord
[69, 66, 48, 45]F#-diminished triad
[70, 67, 50, 43]G-minor triad
[67, 63, 60, 36]C-minor triad
[65, 62, 60, 38]D-incomplete minor-seventh chord
[65, 62, 59, 38]B-diminished triad
[63, 55, 60, 39]C-minor triad
[63, 57, 60, 41]F-dominant seventh chord
[60, 60, 51, 44]Ab-major triad
[60, 60, 51, 43]C-minor triad
[62, 60, 53, 41]D-incomplete minor-seventh chord
[62, 58, 53, 46]Bb-major triad
[62, 58, 53, 45]Bb-major seventh chord
[63, 58, 55, 43]Eb-major triad
[63, 63, 55, 43]Minor Sixth with octave doublings above G
[68, 65, 58, 51]E#-quartal tetramirror
[68, 65, 58, 50]enharmonic to dominant seventh chord above D
[67, 63, 58, 43]Eb-major triad
[67, 58, 55, 39]Eb-major triad
[70, 58, 53, 38]Bb-major triad
[70, 62, 55, 34]G-minor triad
[68, 60, 51, 36]G#-major triad
[68, 58, 53, 38]enharmonic to dominant seventh chord above D
[60, 56, 53, 41]F-minor triad
[62, 56, 47, 41]G#-diminished seventh chord
[63, 55, 48, 39]C-minor triad
[68, 60, 53, 53]E#-minor triad
[67, 60, 55, 51]C-minor triad
[67, 60, 56, 51]Ab-major seventh chord
[65, 61, 58, 49]Bb-minor triad
[70, 61, 53, 46]Bb-minor triad
[70, 61, 55, 46]G-diminished triad
[72, 60, 56, 44]Major Third with octave doublings above Ab
[72, 62, 56, 44]D-incomplete half-diminished seventh chord
[70, 64, 58, 43]E-diminished triad
[-1, -1, -1, -1]empty chord
[70, 67, 60, 52]C-dominant seventh chord
[68, 63, 60, 53]E#-minor seventh chord
[65, 61, 56, 49]Db-major triad
[65, 60, 56, 49]Db-major seventh chord
[61, 58, 53, 44]A#-minor seventh chord
[63, 60, 54, 45]A-diminished seventh chord
[61, 58, 53, 46]A#-minor triad
[61, 56, 53, 46]A#-minor seventh chord
[63, 55, 51, 48]C-minor triad
[61, 56, 53, 41]C#-major triad
[61, 56, 53, 43]C#-all-interval tetrachord
[56, 56, 48, 41]E#-minor triad
[58, 53, 53, 37]Bb-minor triad
[68, 62, 53, 53]enharmonic equivalent to diminished triad above F
[67, 64, 58, 55]E-diminished triad
[65, 65, 60, 56]F-minor triad
[68, 65, 56, 53]Minor Third with octave doublings above E#
[70, 67, 55, 52]E-diminished triad
[70, 60, 55, 52]C-dominant seventh chord
[72, 63, 53, 45]F-dominant seventh chord
[70, 62, 53, 46]Bb-major triad
[68, 62, 53, 46]enharmonic to dominant seventh chord above A#
[70, 58, 51, 48]C-incomplete minor-seventh chord
[65, 58, 50, 46]Bb-major triad
[65, 58, 50, 44]Bb-dominant seventh chord
[63, 58, 51, 43]Eb-major triad
[63, 56, 51, 41]F-incomplete minor-seventh chord
[61, 58, 51, 43]enharmonic to dominant seventh chord above G
[61, 55, 51, 39]C#-incomplete dominant-seventh chord
[58, 55, 51, 51]Eb-major triad
[58, 55, 51, 50]Eb-major seventh chord
[63, 57, 51, 48]A-diminished triad
[67, 58, 52, 43]E-diminished triad
[68, 60, 53, 41]E#-minor triad
[70, 61, 55, 40]G-diminished seventh chord
[70, 60, 55, 40]C-dominant seventh chord
[68, 60, 55, 41]F-major-second minor tetrachord
[68, 62, 53, 41]enharmonic equivalent to diminished triad above F
[67, 63, 58, 45]Eb-all-interval tetrachord
[68, 60, 53, 50]D-half-diminished seventh chord
[67, 58, 55, 51]Eb-major triad
[65, 61, 56, 53]Db-major triad
[65, 61, 56, 55]Db-all-interval tetrachord
[63, 60, 56, 56]Ab-major triad
[61, 58, 56, 56]A#-incomplete minor-seventh chord
[63, 58, 51, 42]Eb-minor triad
[61, 58, 53, 41]A#-minor triad
[60, 58, 55, 40]C-dominant seventh chord
[60, 56, 53, 36]F-minor triad
[60, 53, 50, 36]D-incomplete minor-seventh chord
[60, 57, 52, 33]A-minor triad
[60, 57, 52, 36]A-minor triad
[59, 55, 52, 40]E-minor triad
[57, 53, 48, 41]F-major triad
[57, 53, 48, 45]F-major triad
[55, 52, 48, 48]C-major triad
[62, 57, 48, 41]D-minor seventh chord
[64, 59, 47, 44]E-major triad
[64, 57, 48, 45]A-minor triad
[64, 57, 48, 43]A-minor seventh chord
[62, 57, 48, 42]D-dominant seventh chord
[65, 55, 50, 35]G-dominant seventh chord
[57, 57, 48, 41]F-major triad
[59, 55, 53, 38]G-dominant seventh chord
[59, 56, 52, 40]E-major triad
[64, 55, 52, 47]E-minor triad
[62, 55, 50, 45]G-quartal trichord
[65, 55, 47, 43]G-incomplete dominant-seventh chord
[64, 55, 43, 48]C-major triad
[62, 53, 45, 41]D-minor triad
[60, 53, 44, 41]F-minor triad
[60, 55, 43, 39]C-minor triad
[60, 55, 44, 39]Ab-major seventh chord
[58, 53, 46, 37]Bb-minor triad
[58, 53, 48, 37]Bb-major-second minor tetrachord
[56, 53, 49, 36]C#-major seventh chord
[56, 53, 49, 34]A#-minor seventh chord
[55, 52, 43, 36]C-major triad
[56, 48, 41, 41]E#-minor triad
[58, 49, 41, 37]Bb-minor triad
[60, 51, 42, 33]A-diminished seventh chord
[60, 51, 41, 33]F-dominant seventh chord
[58, 49, 41, 34]Bb-minor triad
[56, 48, 41, 29]E#-minor triad
[55, 48, 40, 36]C-major triad
[53, 48, 44, 41]F-minor triad
[55, 48, 43, 40]C-major triad
[56, 48, 43, 41]F-major-second minor tetrachord
[53, 49, 44, 37]Db-major triad
[53, 49, 46, 37]Bb-minor triad
[53, 48, 48, 33]F-major triad
[51, 48, 41, 33]F-dominant seventh chord
[49, 46, 41, 34]A#-minor triad
[48, 45, 41, 29]F-major triad
[51, 46, 42, 30]Eb-minor triad
[53, 47, 44, 26]G#-diminished seventh chord
[51, 46, 42, 27]Eb-minor triad
[51, 46, 44, 27]Ab-quartal trichord
[49, 46, 46, 28]A#-diminished triad
[53, 48, 44, 29]F-minor triad
[52, 46, 43, 31]E-diminished triad
[53, 48, 41, 32]F-minor triad
[55, 49, 41, 34]G-half-diminished seventh chord
[56, 48, 41, 36]E#-minor triad
[56, 48, 39, 36]G#-major triad
[55, 48, 44, 32]Ab-incomplete major-seventh chord
[53, 48, 44, 32]F-minor triad
[56, 51, 48, 36]G#-major triad
[58, 51, 43, 39]Eb-major triad
[60, 51, 44, 43]Ab-major seventh chord
[60, 53, 44, 39]F-minor seventh chord
[55, 53, 49, 34]G-half-diminished seventh chord
[55, 52, 48, 36]C-major triad
[55, 48, 43, 39]C-minor triad
[51, 48, 44, 32]Ab-major triad
[53, 49, 44, 25]Db-major triad
[53, 49, 44, 27]Db-major-second major tetrachord
[53, 49, 44, 29]Db-major triad
[53, 49, 44, 30]Db-perfect-fourth major tetrachord
[51, 48, 42, 32]Ab-dominant seventh chord
[48, 46, 40, 36]C-incomplete dominant-seventh chord
[48, 44, 41, 36]F-minor triad
[48, 43, 40, 36]C-major triad
[70, 61, 51, 43]Eb-dominant seventh chord
[70, 62, 55, 46]G-minor triad
[68, 63, 55, 48]C-major seventh chord
[68, 65, 53, 50]enharmonic equivalent to diminished triad above D
[65, 63, 56, 51]F-incomplete minor-seventh chord
[65, 63, 58, 46]Eb-quartal trichord
[65, 62, 55, 46]G-minor seventh chord
[68, 63, 60, 48]G#-major triad
[68, 63, 60, 50]G#-all-interval tetrachord
[65, 62, 56, 47]D-diminished seventh chord
[67, 58, 53, 51]Eb-major-second major tetrachord
[67, 60, 55, 52]C-major triad
[68, 60, 55, 52]C-augmented major tetrachord
[68, 60, 55, 53]F-major-second minor tetrachord
[68, 63, 55, 53]E#-lydian tetrachord
[68, 60, 51, 53]E#-minor seventh chord
[67, 62, 53, 47]G-dominant seventh chord
[67, 60, 51, 48]C-minor triad
[65, 60, 51, 50]D-minor tetramirror
[67, 60, 63, 51]C-minor triad
[68, 60, 63, 53]E#-minor seventh chord
[70, 55, 62, 55]G-minor triad
[70, 62, 62, 55]G-minor triad
[68, 65, 60, 50]D-half-diminished seventh chord
[65, 60, 57, 51]F-dominant seventh chord
[65, 58, 58, 50]Bb-major triad
[67, 63, 58, 49]Eb-dominant seventh chord
[69, 63, 60, 49]A-major-third diminished tetrachord
[70, 65, 61, 48]Bb-major-second minor tetrachord
[70, 65, 61, 46]Bb-minor triad
[69, 65, 53, 53]Major Third with octave doublings above F
[69, 63, 53, 53]F-incomplete dominant-seventh chord
[70, 62, 55, 43]G-minor triad
[67, 63, 55, 48]C-minor triad
[72, 63, 54, 44]Ab-dominant seventh chord
[72, 61, 53, 49]Db-incomplete major-seventh chord
[70, 61, 52, 49]Bb-diminished triad
[68, 61, 53, 46]A#-minor seventh chord
[68, 60, 53, 46]E#-perfect-fourth minor tetrachord
[67, 58, 52, 48]C-dominant seventh chord
[65, 58, 52, 48]C-tritone quartal tetrachord
[65, 56, 53, 41]Major Sixth with octave doublings above F
[67, 60, 51, 46]C-minor seventh chord
[67, 58, 51, 44]Eb-perfect-fourth major tetrachord
[68, 60, 51, 43]C-major seventh chord
[70, 60, 51, 43]C-minor seventh chord
[67, 63, 46, 43]Eb-major triad
[65, 63, 46, 44]F-quartal tetramirror
[65, 60, 58, 46]Bb-quartal trichord
[79, 76, 67, 60]C-major triad
[77, 74, 67, 60]D-quartal tetramirror
[76, 72, 67, 60]C-major triad
[81, 72, 67, 53]F-major-second major tetrachord
[81, 74, 65, 53]D-minor triad
[83, 74, 65, 55]G-dominant seventh chord
[83, 76, 67, 55]E-minor triad
[83, 76, 65, 55]E-all-interval tetrachord
[84, 76, 64, 57]A-minor triad
[84, 76, 69, 57]A-minor triad
[84, 76, 67, 62]C-major-second major tetrachord
[84, 74, 66, 62]D-incomplete dominant-seventh chord
[83, 74, 67, 55]G-major triad
[81, 74, 69, 65]D-minor triad
[83, 74, 69, 65]B-half-diminished seventh chord
[84, 72, 67, 64]C-major triad
[79, 74, 67, 59]G-major triad
[77, 74, 67, 59]G-dominant seventh chord
[76, 72, 67, 58]C-dominant seventh chord
[77, 72, 65, 57]F-major triad
[77, 72, 65, 56]F-minor triad
[76, 72, 67, 55]C-major triad
[76, 72, 69, 54]F#-half-diminished seventh chord
[74, 72, 69, 55]A-quartal tetramirror
[74, 71, 67, 55]G-major triad
[74, 71, 65, 55]G-dominant seventh chord
[72, 67, 64, 60]C-major triad
[76, 69, 69, 61]A-major triad
[76, 76, 69, 61]A-major triad
[78, 76, 69, 62]D-major-second major tetrachord
[78, 72, 69, 62]D-dominant seventh chord
[80, 74, 71, 62]G#-diminished triad
[80, 74, 71, 60]G#-major-third diminished tetrachord
[83, 72, 69, 65]F-all-interval tetrachord
[84, 76, 69, 64]A-minor triad
[84, 76, 69, 62]A-perfect-fourth minor tetrachord
[83, 76, 68, 64]E-major triad
[83, 76, 74, 64]E-incomplete dominant-seventh chord
[81, 76, 72, 57]A-minor triad
[83, 77, 74, 62]B-diminished triad
[84, 79, 76, 60]C-major triad
[86, 79, 74, 60]C-quartal trichord
[86, 79, 74, 59]G-major triad
[88, 79, 72, 60]C-major triad
[86, 81, 72, 65]D-minor seventh chord
[86, 79, 71, 67]G-major triad
[86, 77, 71, 67]G-dominant seventh chord
[84, 76, 67, 60]C-major triad
[60, 55, 51, 48]C-minor triad
[62, 55, 53, 48]D-quartal tetramirror
[65, 62, 60, 45]D-minor seventh chord
[70, 67, 62, 43]G-minor triad
[70, 67, 58, 51]Eb-major triad
[69, 67, 63, 48]A-half-diminished seventh chord
[69, 66, 62, 50]D-major triad
[67, 62, 58, 55]G-minor triad
[65, 62, 57, 50]D-minor triad
[70, 62, 55, 55]G-minor triad
[70, 63, 55, 55]Eb-major triad
[69, 63, 57, 53]F-incomplete dominant-seventh chord
[69, 62, 57, 53]D-minor triad
[67, 62, 59, 51]Eb-augmented major tetrachord
[67, 60, 60, 51]C-minor triad
[65, 60, 62, 50]D-incomplete minor-seventh chord
[65, 59, 62, 50]B-diminished triad
[60, 55, 51, 46]C-minor seventh chord
[65, 60, 53, 45]F-major triad
[65, 58, 53, 43]G-incomplete minor-seventh chord
[63, 57, 53, 41]F-incomplete dominant-seventh chord
[67, 58, 51, 50]Eb-major seventh chord
[67, 57, 51, 48]A-half-diminished seventh chord
[66, 57, 50, 50]D-major triad
[67, 60, 53, 50]D-quartal tetramirror
[72, 60, 55, 51]C-minor triad
[72, 62, 55, 51]C-major-second minor tetrachord
[72, 63, 57, 53]F-dominant seventh chord
[74, 62, 57, 46]Bb-incomplete major-seventh chord
[72, 62, 57, 46]Bb-phrygian tetrachord
[70, 67, 55, 51]Eb-major triad
[70, 65, 55, 50]G-minor seventh chord
[72, 63, 55, 48]C-minor triad
[70, 62, 55, 48]G-perfect-fourth minor tetrachord
[69, 60, 55, 50]A-quartal tetramirror
[67, 58, 50, 43]G-minor triad
[69, 62, 53, 50]D-minor triad
[70, 62, 53, 55]G-minor seventh chord
[69, 60, 51, 48]A-diminished triad
